Reference area,Sex,Occupation,Time,U.S. dollars
Bosnia and Herzegovina,Male,9. Elementary occupations,2016,357
Bosnia and Herzegovina,Male,0. Armed forces occupations,2016,534
Bosnia and Herzegovina,Female,Total,2016,386
Bosnia and Herzegovina,Female,1. Managers,2016,711
Bosnia and Herzegovina,Female,2. Professionals,2016,528
Bosnia and Herzegovina,Female,3. Technicians and associate professionals,2016,426
Bosnia and Herzegovina,Female,4. Clerical support workers,2016,417
Bosnia and Herzegovina,Female,5. Service and sales workers,2016,313
Bosnia and Herzegovina,Female,7. Craft and related trades workers,2016,311
Bosnia and Herzegovina,Female,"8. Plant and machine operators, and assemblers",2016,336
Bosnia and Herzegovina,Female,9. Elementary occupations,2016,279
Bosnia and Herzegovina,Total,Total,2020,720
Bosnia and Herzegovina,Total,1. Managers,2020,1073
Bosnia and Herzegovina,Total,2. Professionals,2020,922
Bosnia and Herzegovina,Total,3. Technicians and associate professionals,2020,792
Bosnia and Herzegovina,Total,4. Clerical support workers,2020,795
Bosnia and Herzegovina,Total,5. Service and sales workers,2020,560
Bosnia and Herzegovina,Total,"6. Skilled agricultural, forestry and fishery workers",2020,630
Bosnia and Herzegovina,Total,7. Craft and related trades workers,2020,708
Bosnia and Herzegovina,Total,"8. Plant and machine operators, and assemblers",2020,727
Bosnia and Herzegovina,Total,9. Elementary occupations,2020,584
Bosnia and Herzegovina,Total,0. Armed forces occupations,2020,817
Bosnia and Herzegovina,Male,Total,2020,763
Bosnia and Herzegovina,Male,1. Managers,2020,1118
Bosnia and Herzegovina,Male,2. Professionals,2020,940
Bosnia and Herzegovina,Male,3. Technicians and associate professionals,2020,820
Bosnia and Herzegovina,Male,4. Clerical support workers,2020,820
Bosnia and Herzegovina,Male,5. Service and sales workers,2020,660
Bosnia and Herzegovina,Male,"6. Skilled agricultural, forestry and fishery workers",2020,645
Bosnia and Herzegovina,Male,7. Craft and related trades workers,2020,764
Bosnia and Herzegovina,Male,"8. Plant and machine operators, and assemblers",2020,745
Bosnia and Herzegovina,Male,9. Elementary occupations,2020,655
Bosnia and Herzegovina,Male,0. Armed forces occupations,2020,818
Bosnia and Herzegovina,Female,Total,2020,648
Bosnia and Herzegovina,Female,1. Managers,2020,974
Bosnia and Herzegovina,Female,2. Professionals,2020,909
Bosnia and Herzegovina,Female,3. Technicians and associate professionals,2020,763
Bosnia and Herzegovina,Female,4. Clerical support workers,2020,772
Bosnia and Herzegovina,Female,5. Service and sales workers,2020,466
Bosnia and Herzegovina,Female,"6. Skilled agricultural, forestry and fishery workers",2020,552
Bosnia and Herzegovina,Female,7. Craft and related trades workers,2020,454
Bosnia and Herzegovina,Female,"8. Plant and machine operators, and assemblers",2020,481
Bosnia and Herzegovina,Female,9. Elementary occupations,2020,456
Bosnia and Herzegovina,Female,0. Armed forces occupations,2020,806
Botswana,Total,Total,2019,477
Botswana,Total,1. Managers,2019,1651
Botswana,Total,2. Professionals,2019,1287
Botswana,Total,3. Technicians and associate professionals,2019,1010
Botswana,Total,4. Clerical support workers,2019,378
Botswana,Total,5. Service and sales workers,2019,242
Botswana,Total,"6. Skilled agricultural, forestry and fishery workers",2019,159
Botswana,Total,7. Craft and related trades workers,2019,416
Botswana,Total,"8. Plant and machine operators, and assemblers",2019,369
Botswana,Total,9. Elementary occupations,2019,114
Botswana,Total,0. Armed forces occupations,2019,1822
Botswana,Male,Total,2019,569
Botswana,Male,1. Managers,2019,1998
Botswana,Male,2. Professionals,2019,1536
Botswana,Male,3. Technicians and associate professionals,2019,1082
Botswana,Male,4. Clerical support workers,2019,485
Botswana,Male,5. Service and sales workers,2019,303
Botswana,Male,"6. Skilled agricultural, forestry and fishery workers",2019,182
Botswana,Male,7. Craft and related trades workers,2019,465
Botswana,Male,"8. Plant and machine operators, and assemblers",2019,395
Botswana,Male,9. Elementary occupations,2019,118
Botswana,Male,0. Armed forces occupations,2019,1781
Botswana,Female,Total,2019,389
Botswana,Female,1. Managers,2019,1177
Botswana,Female,2. Professionals,2019,1116
Botswana,Female,3. Technicians and associate professionals,2019,940
Botswana,Female,4. Clerical support workers,2019,338
Botswana,Female,5. Service and sales workers,2019,193
Botswana,Female,"6. Skilled agricultural, forestry and fishery workers",2019,130
Botswana,Female,7. Craft and related trades workers,2019,241
Botswana,Female,"8. Plant and machine operators, and assemblers",2019,215
Botswana,Female,9. Elementary occupations,2019,111
Botswana,Female,0. Armed forces occupations,2019,3440
Botswana,Total,Total,2020,458
Botswana,Total,1. Managers,2020,1476
Botswana,Total,2. Professionals,2020,1274
Botswana,Total,3. Technicians and associate professionals,2020,1044
Botswana,Total,4. Clerical support workers,2020,390
Botswana,Total,5. Service and sales workers,2020,246
Botswana,Total,"6. Skilled agricultural, forestry and fishery workers",2020,189
Botswana,Total,7. Craft and related trades workers,2020,351
Botswana,Total,"8. Plant and machine operators, and assemblers",2020,368
Botswana,Total,9. Elementary occupations,2020,107
Botswana,Total,0. Armed forces occupations,2020,1781
Botswana,Male,Total,2020,516
Botswana,Male,1. Managers,2020,1526
Botswana,Male,2. Professionals,2020,1446
Botswana,Male,3. Technicians and associate professionals,2020,1183
Botswana,Male,4. Clerical support workers,2020,397
Botswana,Male,5. Service and sales workers,2020,314
Botswana,Male,"6. Skilled agricultural, forestry and fishery workers",2020,217
Botswana,Male,7. Craft and related trades workers,2020,382
Botswana,Male,"8. Plant and machine operators, and assemblers",2020,378
Botswana,Male,9. Elementary occupations,2020,116
Botswana,Male,0. Armed forces occupations,2020,1805
Botswana,Female,Total,2020,403
Botswana,Female,1. Managers,2020,1410
Botswana,Female,2. Professionals,2020,1169
Botswana,Female,3. Technicians and associate professionals,2020,909
Botswana,Female,4. Clerical support workers,2020,388
Botswana,Female,5. Service and sales workers,2020,192
Botswana,Female,"6. Skilled agricultural, forestry and fishery workers",2020,169
Botswana,Female,7. Craft and related trades workers,2020,240
Botswana,Female,"8. Plant and machine operators, and assemblers",2020,280
Botswana,Female,9. Elementary occupations,2020,101
Brazil,Total,Total,2012,720
Brazil,Total,1. Managers,2012,1779
Brazil,Total,2. Professionals,2012,1534
Brazil,Total,3. Technicians and associate professionals,2012,980
Brazil,Total,4. Clerical support workers,2012,639
Brazil,Total,5. Service and sales workers,2012,509
Brazil,Total,"6. Skilled agricultural, forestry and fishery workers",2012,387
Brazil,Total,7. Craft and related trades workers,2012,593
Brazil,Total,"8. Plant and machine operators, and assemblers",2012,610
Brazil,Total,9. Elementary occupations,2012,341
Brazil,Total,0. Armed forces occupations,2012,1155
Brazil,Male,Total,2012,807
Brazil,Male,1. Managers,2012,2013
Brazil,Male,2. Professionals,2012,2158
Brazil,Male,3. Technicians and associate professionals,2012,1088
Brazil,Male,4. Clerical support workers,2012,718
Brazil,Male,5. Service and sales workers,2012,610
Brazil,Male,"6. Skilled agricultural, forestry and fishery workers",2012,391
Brazil,Male,7. Craft and related trades workers,2012,611
Brazil,Male,"8. Plant and machine operators, and assemblers",2012,651
Brazil,Male,9. Elementary occupations,2012,376
Brazil,Male,0. Armed forces occupations,2012,1258
Brazil,Female,Total,2012,612
Brazil,Female,1. Managers,2012,1429
Brazil,Female,2. Professionals,2012,1190
Brazil,Female,3. Technicians and associate professionals,2012,822
Brazil,Female,4. Clerical support workers,2012,587
Brazil,Female,5. Service and sales workers,2012,424
Brazil,Female,"6. Skilled agricultural, forestry and fishery workers",2012,346
Brazil,Female,7. Craft and related trades workers,2012,452
Brazil,Female,"8. Plant and machine operators, and assemblers",2012,417
Brazil,Female,9. Elementary occupations,2012,312
Brazil,Female,0. Armed forces occupations,2012,860
Brazil,Total,Total,2013,705
Brazil,Total,1. Managers,2013,1718
Brazil,Total,2. Professionals,2013,1478
Brazil,Total,3. Technicians and associate professionals,2013,952
Brazil,Total,4. Clerical support workers,2013,611
Brazil,Total,5. Service and sales workers,2013,498
Brazil,Total,"6. Skilled agricultural, forestry and fishery workers",2013,379
Brazil,Total,7. Craft and related trades workers,2013,585
Brazil,Total,"8. Plant and machine operators, and assemblers",2013,599
Brazil,Total,9. Elementary occupations,2013,335
Brazil,Total,0. Armed forces occupations,2013,1138
Brazil,Male,Total,2013,788
Brazil,Male,1. Managers,2013,1917
Brazil,Male,2. Professionals,2013,2027
Brazil,Male,3. Technicians and associate professionals,2013,1066
Brazil,Male,4. Clerical support workers,2013,686
Brazil,Male,5. Service and sales workers,2013,601
Brazil,Male,"6. Skilled agricultural, forestry and fishery workers",2013,383
Brazil,Male,7. Craft and related trades workers,2013,601
Brazil,Male,"8. Plant and machine operators, and assemblers",2013,637
Brazil,Male,9. Elementary occupations,2013,365
Brazil,Male,0. Armed forces occupations,2013,1232
Brazil,Female,Total,2013,602
Brazil,Female,1. Managers,2013,1416
Brazil,Female,2. Professionals,2013,1175
Brazil,Female,3. Technicians and associate professionals,2013,781
Brazil,Female,4. Clerical support workers,2013,563
Brazil,Female,5. Service and sales workers,2013,415
Brazil,Female,"6. Skilled agricultural, forestry and fishery workers",2013,335
Brazil,Female,7. Craft and related trades workers,2013,445
Brazil,Female,"8. Plant and machine operators, and assemblers",2013,414
Brazil,Female,9. Elementary occupations,2013,311
Brazil,Female,0. Armed forces occupations,2013,850
Brazil,Total,Total,2014,704
Brazil,Total,1. Managers,2014,1713
Brazil,Total,2. Professionals,2014,1490
Brazil,Total,3. Technicians and associate professionals,2014,929
Brazil,Total,4. Clerical support workers,2014,599
Brazil,Total,5. Service and sales workers,2014,481
Brazil,Total,"6. Skilled agricultural, forestry and fishery workers",2014,386
Brazil,Total,7. Craft and related trades workers,2014,576
Brazil,Total,"8. Plant and machine operators, and assemblers",2014,597
Brazil,Total,9. Elementary occupations,2014,336
Brazil,Total,0. Armed forces occupations,2014,1174
Brazil,Male,Total,2014,791
Brazil,Male,1. Managers,2014,1910
Brazil,Male,2. Professionals,2014,2041
Brazil,Male,3. Technicians and associate professionals,2014,1043
Brazil,Male,4. Clerical support workers,2014,673
Brazil,Male,5. Service and sales workers,2014,580
Brazil,Male,"6. Skilled agricultural, forestry and fishery workers",2014,392
Brazil,Male,7. Craft and related trades workers,2014,597
Brazil,Male,"8. Plant and machine operators, and assemblers",2014,628
Brazil,Male,9. Elementary occupations,2014,364
Brazil,Male,0. Armed forces occupations,2014,1266
Brazil,Female,Total,2014,599
Brazil,Female,1. Managers,2014,1424
Brazil,Female,2. Professionals,2014,1178
Brazil,Female,3. Technicians and associate professionals,2014,758
Brazil,Female,4. Clerical support workers,2014,552
Brazil,Female,5. Service and sales workers,2014,405
Brazil,Female,"6. Skilled agricultural, forestry and fishery workers",2014,329
Brazil,Female,7. Craft and related trades workers,2014,425
Brazil,Female,"8. Plant and machine operators, and assemblers",2014,424
Brazil,Female,9. Elementary occupations,2014,314
Brazil,Female,0. Armed forces occupations,2014,813
Brazil,Total,Total,2015,537
Brazil,Total,1. Managers,2015,1323
Brazil,Total,2. Professionals,2015,1092
Brazil,Total,3. Technicians and associate professionals,2015,687
Brazil,Total,4. Clerical support workers,2015,453
Brazil,Total,5. Service and sales workers,2015,369
Brazil,Total,"6. Skilled agricultural, forestry and fishery workers",2015,288
Brazil,Total,7. Craft and related trades workers,2015,434
Brazil,Total,"8. Plant and machine operators, and assemblers",2015,453
Brazil,Total,9. Elementary occupations,2015,259
Brazil,Total,0. Armed forces occupations,2015,1096
Brazil,Total,X. Not elsewhere classified,2015,260
Brazil,Male,Total,2015,598
Brazil,Male,1. Managers,2015,1502
Brazil,Male,2. Professionals,2015,1449
Brazil,Male,3. Technicians and associate professionals,2015,764
Brazil,Male,4. Clerical support workers,2015,502
Brazil,Male,5. Service and sales workers,2015,442
Brazil,Male,"6. Skilled agricultural, forestry and fishery workers",2015,294
Brazil,Male,7. Craft and related trades workers,2015,448
Brazil,Male,"8. Plant and machine operators, and assemblers",2015,475
Brazil,Male,9. Elementary occupations,2015,280
Brazil,Male,0. Armed forces occupations,2015,1090
Brazil,Male,X. Not elsewhere classified,2015,264
Brazil,Female,Total,2015,464
Brazil,Female,1. Managers,2015,1068
Brazil,Female,2. Professionals,2015,894
Brazil,Female,3. Technicians and associate professionals,2015,585
Brazil,Female,4. Clerical support workers,2015,422
Brazil,Female,5. Service and sales workers,2015,312
Brazil,Female,"6. Skilled agricultural, forestry and fishery workers",2015,239
Brazil,Female,7. Craft and related trades workers,2015,335
Brazil,Female,"8. Plant and machine operators, and assemblers",2015,327
Brazil,Female,9. Elementary occupations,2015,242
Brazil,Female,0. Armed forces occupations,2015,1178
Brazil,Female,X. Not elsewhere classified,2015,173
Brazil,Total,Total,2016,584
Brazil,Total,1. Managers,2016,1419
Brazil,Total,2. Professionals,2016,1231
Brazil,Total,3. Technicians and associate professionals,2016,756
Brazil,Total,4. Clerical support workers,2016,490
Brazil,Total,5. Service and sales workers,2016,396
Brazil,Total,"6. Skilled agricultural, forestry and fishery workers",2016,306
Brazil,Total,7. Craft and related trades workers,2016,456
Brazil,Total,"8. Plant and machine operators, and assemblers",2016,485
Brazil,Total,9. Elementary occupations,2016,272
Brazil,Total,0. Armed forces occupations,2016,1233
Brazil,Male,Total,2016,647
Brazil,Male,1. Managers,2016,1600
Brazil,Male,2. Professionals,2016,1647
Brazil,Male,3. Technicians and associate professionals,2016,865
Brazil,Male,4. Clerical support workers,2016,545
Brazil,Male,5. Service and sales workers,2016,475
Brazil,Male,"6. Skilled agricultural, forestry and fishery workers",2016,311
Brazil,Male,7. Craft and related trades workers,2016,469
Brazil,Male,"8. Plant and machine operators, and assemblers",2016,505
Brazil,Male,9. Elementary occupations,2016,290
Brazil,Male,0. Armed forces occupations,2016,1223
Brazil,Female,Total,2016,509
Brazil,Female,1. Managers,2016,1175
Brazil,Female,2. Professionals,2016,999
