sectorID	countryCode	year	sex	monthlyEarnings
4. Clerical support workers	DEU	2010	Female	3088
9. Elementary occupations	DEU	2010	Female	2133
3. Technicians and associate professionals	DEU	2018	Male	4923
1. Managers	DEU	2018	Male	9627
8. Plant and machine operators, and assemblers	DEU	2010	Female	2608
2. Professionals	DEU	2010	Female	4790
9. Elementary occupations	DEU	2018	Male	2365
Total	DEU	2018	Female	3328
1. Managers	DEU	2018	Female	7233
2. Professionals	DEU	2018	Female	5056
7. Craft and related trades workers	DEU	2010	Female	2510
4. Clerical support workers	DEU	2018	Female	3365
5. Service and sales workers	DEU	2018	Female	2518
6. Skilled agricultural, forestry and fishery workers	DEU	2018	Female	2664
4. Clerical support workers	DEU	2018	Male	3680
5. Service and sales workers	DEU	2018	Male	2812
6. Skilled agricultural, forestry and fishery workers	DEU	2018	Male	2957
7. Craft and related trades workers	DEU	2018	Male	3553
8. Plant and machine operators, and assemblers	DEU	2018	Male	3294
2. Professionals	DEU	2014	Female	5329
3. Technicians and associate professionals	DEU	2014	Female	3878
4. Clerical support workers	DEU	2014	Female	3616
5. Service and sales workers	DEU	2014	Female	2595
6. Skilled agricultural, forestry and fishery workers	DEU	2014	Female	2478
7. Craft and related trades workers	DEU	2014	Female	2911
8. Plant and machine operators, and assemblers	DEU	2014	Female	2808
9. Elementary occupations	DEU	2014	Female	2250
9. Elementary occupations	DEU	2010	Male	2468
Total	DEU	2010	Female	3294
1. Managers	DEU	2010	Female	6312
3. Technicians and associate professionals	DEU	2018	Female	3656
1. Managers	DEU	2014	Male	10551
2. Professionals	DEU	2014	Male	6825
9. Elementary occupations	DEU	2014	Male	2459
Total	DEU	2014	Female	3509
1. Managers	DEU	2014	Female	7680
1. Managers	DEU	2010	Male	8961
2. Professionals	DEU	2010	Male	6630
3. Technicians and associate professionals	DEU	2010	Male	5455
4. Clerical support workers	DEU	2010	Male	3240
3. Technicians and associate professionals	DEU	2014	Male	5260
4. Clerical support workers	DEU	2014	Male	3979
5. Service and sales workers	DEU	2014	Male	2939
6. Skilled agricultural, forestry and fishery workers	DEU	2014	Male	2984
7. Craft and related trades workers	DEU	2014	Male	3765
8. Plant and machine operators, and assemblers	DEU	2014	Male	3486
8. Plant and machine operators, and assemblers	DEU	2018	Female	2749
9. Elementary occupations	DEU	2018	Female	2189
Total	DEU	2010	Male	4240
6. Skilled agricultural, forestry and fishery workers	DEU	2010	Male	2698
Total	DEU	2014	Male	4522
5. Service and sales workers	DEU	2010	Male	3019
7. Craft and related trades workers	DEU	2018	Female	2852
7. Craft and related trades workers	DEU	2010	Male	3398
8. Plant and machine operators, and assemblers	DEU	2010	Male	3385
6. Skilled agricultural, forestry and fishery workers	GHA	2013	Male	181
5. Service and sales workers	GHA	2013	Male	260
0. Armed forces occupations	GHA	2015	Male	317
7. Craft and related trades workers	GHA	2013	Male	249
8. Plant and machine operators, and assemblers	GHA	2013	Male	332
Total	GHA	2013	Male	349
2. Professionals	GHA	2013	Male	581
3. Technicians and associate professionals	GHA	2013	Male	346
4. Clerical support workers	GHA	2013	Male	298
9. Elementary occupations	GHA	2017	Female	54
5. Service and sales workers	GHA	2013	Female	198
Total	GHA	2015	Female	192
1. Managers	GHA	2015	Female	418
2. Professionals	GHA	2015	Female	247
3. Technicians and associate professionals	GHA	2015	Female	167
9. Elementary occupations	GHA	2013	Male	246
0. Armed forces occupations	GHA	2013	Male	1992
X. Not elsewhere classified	GHA	2013	Male	137
Total	GHA	2013	Female	256
1. Managers	GHA	2013	Male	649
7. Craft and related trades workers	GHA	2017	Female	44
8. Plant and machine operators, and assemblers	GHA	2017	Female	134
4. Clerical support workers	GHA	2013	Female	427
6. Skilled agricultural, forestry and fishery workers	GHA	2017	Male	165
7. Craft and related trades workers	GHA	2017	Male	201
8. Plant and machine operators, and assemblers	GHA	2017	Male	296
9. Elementary occupations	GHA	2017	Male	156
Total	GHA	2017	Female	64
1. Managers	GHA	2017	Female	54
2. Professionals	GHA	2017	Female	18
3. Technicians and associate professionals	GHA	2017	Female	387
4. Clerical support workers	GHA	2017	Female	12
1. Managers	GHA	2013	Female	519
2. Professionals	GHA	2013	Female	396
3. Technicians and associate professionals	GHA	2013	Female	299
8. Plant and machine operators, and assemblers	GHA	2015	Male	198
9. Elementary occupations	GHA	2015	Male	186
4. Clerical support workers	GHA	2015	Female	266
5. Service and sales workers	GHA	2015	Female	97
6. Skilled agricultural, forestry and fishery workers	GHA	2015	Female	70
5. Service and sales workers	GHA	2017	Female	65
6. Skilled agricultural, forestry and fishery workers	GHA	2017	Female	46
7. Craft and related trades workers	GHA	2015	Male	360
7. Craft and related trades workers	GHA	2015	Female	105
8. Plant and machine operators, and assemblers	GHA	2015	Female	95
9. Elementary occupations	GHA	2015	Female	74
4. Clerical support workers	GHA	2017	Male	192
5. Service and sales workers	GHA	2017	Male	236
6. Skilled agricultural, forestry and fishery workers	GHA	2013	Female	92
7. Craft and related trades workers	GHA	2013	Female	81
4. Clerical support workers	GHA	2015	Male	338
5. Service and sales workers	GHA	2015	Male	158
6. Skilled agricultural, forestry and fishery workers	GHA	2015	Male	178
3. Technicians and associate professionals	GHA	2017	Male	136
8. Plant and machine operators, and assemblers	GHA	2013	Female	241
9. Elementary occupations	GHA	2013	Female	120
X. Not elsewhere classified	GHA	2013	Female	85
Total	GHA	2017	Male	197
1. Managers	GHA	2017	Male	40
2. Professionals	GHA	2017	Male	63
2. Professionals	GHA	2015	Male	304
Total	GHA	2015	Male	271
1. Managers	GHA	2015	Male	353
3. Technicians and associate professionals	GHA	2015	Male	371
8. Plant and machine operators, and assemblers	GRC	2013	Female	1015
9. Elementary occupations	GRC	2013	Female	684
X. Not elsewhere classified	GRC	2013	Female	1443
Total	GRC	2015	Male	1024
Total	GRC	2014	Male	2237
1. Managers	GRC	2014	Male	4601
9. Elementary occupations	GRC	2017	Male	768
X. Not elsewhere classified	GRC	2017	Male	1303
Total	GRC	2017	Female	918
1. Managers	GRC	2017	Female	1710
2. Professionals	GRC	2017	Female	1151
3. Technicians and associate professionals	GRC	2017	Female	1042
4. Clerical support workers	GRC	2017	Female	959
5. Service and sales workers	GRC	2013	Female	848
6. Skilled agricultural, forestry and fishery workers	GRC	2013	Female	813
7. Craft and related trades workers	GRC	2013	Female	882
2. Professionals	GRC	2014	Male	2818
3. Technicians and associate professionals	GRC	2014	Male	2611
4. Clerical support workers	GRC	2014	Male	2033
5. Service and sales workers	GRC	2014	Male	1572
6. Skilled agricultural, forestry and fishery workers	GRC	2014	Male	1530
7. Craft and related trades workers	GRC	2014	Male	2132
5. Service and sales workers	GRC	2017	Female	710
6. Skilled agricultural, forestry and fishery workers	GRC	2017	Female	706
7. Craft and related trades workers	GRC	2017	Female	765
8. Plant and machine operators, and assemblers	GRC	2017	Female	781
9. Elementary occupations	GRC	2017	Female	630
X. Not elsewhere classified	GRC	2017	Female	1250
5. Service and sales workers	GRC	2013	Male	1116
6. Skilled agricultural, forestry and fishery workers	GRC	2013	Male	829
7. Craft and related trades workers	GRC	2013	Male	1087
8. Plant and machine operators, and assemblers	GRC	2013	Male	1225
9. Elementary occupations	GRC	2013	Male	912
X. Not elsewhere classified	GRC	2013	Male	1469
Total	GRC	2013	Female	1098
1. Managers	GRC	2013	Female	1843
2. Professionals	GRC	2013	Female	1379
3. Technicians and associate professionals	GRC	2013	Female	1227
4. Clerical support workers	GRC	2013	Female	1136
Total	GRC	2011	Male	1556
1. Managers	GRC	2011	Male	2216
2. Professionals	GRC	2011	Male	1911
3. Technicians and associate professionals	GRC	2011	Male	1780
4. Clerical support workers	GRC	2011	Male	1579
5. Service and sales workers	GRC	2011	Male	1404
6. Skilled agricultural, forestry and fishery workers	GRC	2011	Male	1304
7. Craft and related trades workers	GRC	2011	Male	1340
8. Plant and machine operators, and assemblers	GRC	2011	Male	1533
9. Elementary occupations	GRC	2011	Male	1142
X. Not elsewhere classified	GRC	2011	Male	1838
Total	GRC	2011	Female	1347
1. Managers	GRC	2011	Female	1992
2. Professionals	GRC	2011	Female	1683
3. Technicians and associate professionals	GRC	2011	Female	1530
4. Clerical support workers	GRC	2011	Female	1430
8. Plant and machine operators, and assemblers	GRC	2014	Male	2045
9. Elementary occupations	GRC	2014	Male	1467
Total	GRC	2014	Female	1894
1. Managers	GRC	2014	Female	3661
2. Professionals	GRC	2014	Female	2375
3. Technicians and associate professionals	GRC	2014	Female	2181
4. Clerical support workers	GRC	2014	Female	1793
5. Service and sales workers	GRC	2014	Female	1428
6. Skilled agricultural, forestry and fishery workers	GRC	2014	Female	1398
7. Craft and related trades workers	GRC	2014	Female	1526
8. Plant and machine operators, and assemblers	GRC	2014	Female	1561
9. Elementary occupations	GRC	2014	Female	1263
8. Plant and machine operators, and assemblers	GRC	2012	Male	1263
9. Elementary occupations	GRC	2012	Male	948
X. Not elsewhere classified	GRC	2012	Male	1484
Total	GRC	2012	Female	1126
1. Managers	GRC	2012	Female	1838
2. Professionals	GRC	2012	Female	1372
3. Technicians and associate professionals	GRC	2012	Female	1265
4. Clerical support workers	GRC	2012	Female	1179
5. Service and sales workers	GRC	2012	Female	920
6. Skilled agricultural, forestry and fishery workers	GRC	2012	Female	929
7. Craft and related trades workers	GRC	2012	Female	999
8. Plant and machine operators, and assemblers	GRC	2012	Female	1018
9. Elementary occupations	GRC	2012	Female	757
X. Not elsewhere classified	GRC	2012	Female	1498
Total	GRC	2013	Male	1282
1. Managers	GRC	2013	Male	2157
2. Professionals	GRC	2013	Male	1591
3. Technicians and associate professionals	GRC	2013	Male	1555
4. Clerical support workers	GRC	2013	Male	1265
Total	GRC	2017	Male	1053
1. Managers	GRC	2017	Male	1881
2. Professionals	GRC	2017	Male	1331
3. Technicians and associate professionals	GRC	2017	Male	1306
4. Clerical support workers	GRC	2017	Male	1038
5. Service and sales workers	GRC	2017	Male	903
6. Skilled agricultural, forestry and fishery workers	GRC	2017	Male	730
7. Craft and related trades workers	GRC	2017	Male	892
8. Plant and machine operators, and assemblers	GRC	2017	Male	962
Total	GRC	2010	Male	2604
1. Managers	GRC	2010	Male	4649
2. Professionals	GRC	2010	Male	3210
3. Technicians and associate professionals	GRC	2010	Male	2815
4. Clerical support workers	GRC	2010	Male	2307
5. Service and sales workers	GRC	2010	Male	1905
7. Craft and related trades workers	GRC	2010	Male	2512
8. Plant and machine operators, and assemblers	GRC	2010	Male	2427
9. Elementary occupations	GRC	2010	Male	1766
Total	GRC	2010	Female	2141
1. Managers	GRC	2010	Female	3512
2. Professionals	GRC	2010	Female	2699
3. Technicians and associate professionals	GRC	2010	Female	2250
4. Clerical support workers	GRC	2010	Female	1986
5. Service and sales workers	GRC	2010	Female	1641
7. Craft and related trades workers	GRC	2010	Female	1792
8. Plant and machine operators, and assemblers	GRC	2010	Female	1853
9. Elementary occupations	GRC	2010	Female	1575
Total	GRC	2018	Female	973
1. Managers	GRC	2018	Female	1794
2. Professionals	GRC	2018	Female	1214
3. Technicians and associate professionals	GRC	2018	Female	1100
4. Clerical support workers	GRC	2018	Female	993
5. Service and sales workers	GRC	2018	Female	768
6. Skilled agricultural, forestry and fishery workers	GRC	2018	Female	696
7. Craft and related trades workers	GRC	2018	Female	761
8. Plant and machine operators, and assemblers	GRC	2018	Female	820
9. Elementary occupations	GRC	2018	Female	683
1. Managers	GRC	2015	Male	1635
2. Professionals	GRC	2015	Male	1247
3. Technicians and associate professionals	GRC	2015	Male	1278
4. Clerical support workers	GRC	2015	Male	1044
5. Service and sales workers	GRC	2015	Male	901
6. Skilled agricultural, forestry and fishery workers	GRC	2015	Male	707
7. Craft and related trades workers	GRC	2015	Male	881
8. Plant and machine operators, and assemblers	GRC	2015	Male	981
5. Service and sales workers	GRC	2011	Female	1077
6. Skilled agricultural, forestry and fishery workers	GRC	2011	Female	1243
7. Craft and related trades workers	GRC	2011	Female	1194
8. Plant and machine operators, and assemblers	GRC	2011	Female	1187
9. Elementary occupations	GRC	2011	Female	898
X. Not elsewhere classified	GRC	2011	Female	1700
Total	GRC	2012	Male	1308
1. Managers	GRC	2012	Male	2084
2. Professionals	GRC	2012	Male	1557
3. Technicians and associate professionals	GRC	2012	Male	1489
4. Clerical support workers	GRC	2012	Male	1326
5. Service and sales workers	GRC	2012	Male	1192
6. Skilled agricultural, forestry and fishery workers	GRC	2012	Male	1023
7. Craft and related trades workers	GRC	2012	Male	1119
Total	GRC	2016	Male	1032
1. Managers	GRC	2016	Male	1825
2. Professionals	GRC	2016	Male	1285
3. Technicians and associate professionals	GRC	2016	Male	1280
4. Clerical support workers	GRC	2016	Male	1026
5. Service and sales workers	GRC	2016	Male	882
6. Skilled agricultural, forestry and fishery workers	GRC	2016	Male	714
7. Craft and related trades workers	GRC	2016	Male	874
8. Plant and machine operators, and assemblers	GRC	2016	Male	994
9. Elementary occupations	GRC	2016	Male	752
X. Not elsewhere classified	GRC	2016	Male	1241
Total	GRC	2016	Female	893
1. Managers	GRC	2016	Female	1743
2. Professionals	GRC	2016	Female	1129
3. Technicians and associate professionals	GRC	2016	Female	998
4. Clerical support workers	GRC	2016	Female	937
5. Service and sales workers	GRC	2016	Female	689
6. Skilled agricultural, forestry and fishery workers	GRC	2016	Female	652
7. Craft and related trades workers	GRC	2016	Female	733
8. Plant and machine operators, and assemblers	GRC	2016	Female	738
9. Elementary occupations	GRC	2016	Female	617
X. Not elsewhere classified	GRC	2016	Female	1154
6. Skilled agricultural, forestry and fishery workers	GRC	2020	Female	626
7. Craft and related trades workers	GRC	2020	Female	772
8. Plant and machine operators, and assemblers	GRC	2020	Female	808
9. Elementary occupations	GRC	2020	Female	655
0. Armed forces occupations	GRC	2020	Female	1343
7. Craft and related trades workers	GRC	2018	Male	947
8. Plant and machine operators, and assemblers	GRC	2018	Male	1007
9. Elementary occupations	GRC	2018	Male	830
X. Not elsewhere classified	GRC	2018	Male	1379
X. Not elsewhere classified	GRC	2019	Female	1253
X. Not elsewhere classified	GRC	2018	Female	1294
9. Elementary occupations	GRC	2015	Male	771
X. Not elsewhere classified	GRC	2015	Male	1232
Total	GRC	2015	Female	887
1. Managers	GRC	2015	Female	1450
2. Professionals	GRC	2015	Female	1116
3. Technicians and associate professionals	GRC	2015	Female	1017
Total	GRC	2018	Male	1108
1. Managers	GRC	2018	Male	1873
2. Professionals	GRC	2018	Male	1415
3. Technicians and associate professionals	GRC	2018	Male	1326
4. Clerical support workers	GRC	2018	Male	1086
5. Service and sales workers	GRC	2018	Male	956
6. Skilled agricultural, forestry and fishery workers	GRC	2018	Male	803
6. Skilled agricultural, forestry and fishery workers	GRC	2019	Female	777
7. Craft and related trades workers	GRC	2019	Female	744
8. Plant and machine operators, and assemblers	GRC	2019	Female	789
9. Elementary occupations	GRC	2019	Female	664
2. Professionals	GRC	2020	Male	1426
3. Technicians and associate professionals	GRC	2020	Male	1320
4. Clerical support workers	GRC	2020	Male	1013
5. Service and sales workers	GRC	2020	Male	913
6. Skilled agricultural, forestry and fishery workers	GRC	2020	Male	762
7. Craft and related trades workers	GRC	2020	Male	949
