"sectorID"	"countryName"	"year"	"sex"	"monthlyEarnings"
"4. Clerical support workers"	"El Salvador"	2013	"Female"	344
"5. Service and sales workers"	"El Salvador"	2013	"Female"	221
"7. Craft and related trades workers"	"El Salvador"	2013	"Female"	163
"9. Elementary occupations"	"El Salvador"	2016	"Female"	164
"Total"	"El Salvador"	2017	"Total"	319
"1. Managers"	"El Salvador"	2017	"Total"	742
"2. Professionals"	"El Salvador"	2017	"Total"	657
"3. Technicians and associate professionals"	"El Salvador"	2017	"Total"	469
"4. Clerical support workers"	"El Salvador"	2017	"Total"	386
"1. Managers"	"El Salvador"	2016	"Female"	631
"2. Professionals"	"El Salvador"	2016	"Female"	568
"3. Technicians and associate professionals"	"El Salvador"	2016	"Female"	492
"4. Clerical support workers"	"El Salvador"	2016	"Female"	353
"5. Service and sales workers"	"El Salvador"	2016	"Female"	229
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2016	"Female"	172
"8. Plant and machine operators, and assemblers"	"El Salvador"	2016	"Female"	254
"Total"	"El Salvador"	2017	"Male"	324
"1. Managers"	"El Salvador"	2017	"Male"	742
"2. Professionals"	"El Salvador"	2017	"Male"	684
"3. Technicians and associate professionals"	"El Salvador"	2017	"Male"	454
"4. Clerical support workers"	"El Salvador"	2017	"Male"	399
"5. Service and sales workers"	"El Salvador"	2017	"Male"	310
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2017	"Male"	268
"Total"	"El Salvador"	2013	"Female"	313
"1. Managers"	"El Salvador"	2013	"Female"	1507
"2. Professionals"	"El Salvador"	2013	"Female"	569
"4. Clerical support workers"	"El Salvador"	2015	"Total"	346
"5. Service and sales workers"	"El Salvador"	2015	"Total"	261
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2015	"Total"	279
"7. Craft and related trades workers"	"El Salvador"	2015	"Total"	276
"8. Plant and machine operators, and assemblers"	"El Salvador"	2015	"Total"	299
"9. Elementary occupations"	"El Salvador"	2015	"Total"	188
"0. Armed forces occupations"	"El Salvador"	2015	"Total"	302
"Total"	"El Salvador"	2015	"Male"	311
"2. Professionals"	"El Salvador"	2014	"Total"	666
"3. Technicians and associate professionals"	"El Salvador"	2014	"Total"	442
"4. Clerical support workers"	"El Salvador"	2014	"Total"	356
"5. Service and sales workers"	"El Salvador"	2014	"Total"	254
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2014	"Total"	219
"7. Craft and related trades workers"	"El Salvador"	2014	"Total"	264
"8. Plant and machine operators, and assemblers"	"El Salvador"	2014	"Total"	294
"9. Elementary occupations"	"El Salvador"	2014	"Total"	181
"Total"	"El Salvador"	2013	"Total"	305
"1. Managers"	"El Salvador"	2013	"Total"	1254
"2. Professionals"	"El Salvador"	2013	"Total"	605
"3. Technicians and associate professionals"	"El Salvador"	2013	"Total"	416
"4. Clerical support workers"	"El Salvador"	2013	"Total"	342
"5. Service and sales workers"	"El Salvador"	2013	"Total"	251
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2013	"Total"	266
"7. Craft and related trades workers"	"El Salvador"	2013	"Total"	259
"5. Service and sales workers"	"El Salvador"	2017	"Total"	277
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2017	"Total"	267
"7. Craft and related trades workers"	"El Salvador"	2017	"Total"	283
"8. Plant and machine operators, and assemblers"	"El Salvador"	2017	"Total"	341
"9. Elementary occupations"	"El Salvador"	2017	"Total"	203
"0. Armed forces occupations"	"El Salvador"	2017	"Total"	290
"2. Professionals"	"El Salvador"	2016	"Total"	581
"3. Technicians and associate professionals"	"El Salvador"	2016	"Total"	471
"4. Clerical support workers"	"El Salvador"	2016	"Total"	372
"5. Service and sales workers"	"El Salvador"	2016	"Total"	263
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2016	"Total"	205
"7. Craft and related trades workers"	"El Salvador"	2016	"Total"	268
"8. Plant and machine operators, and assemblers"	"El Salvador"	2016	"Total"	322
"9. Elementary occupations"	"El Salvador"	2016	"Total"	185
"0. Armed forces occupations"	"El Salvador"	2013	"Male"	317
"Total"	"El Salvador"	2015	"Total"	307
"1. Managers"	"El Salvador"	2015	"Total"	819
"2. Professionals"	"El Salvador"	2015	"Total"	649
"3. Technicians and associate professionals"	"El Salvador"	2015	"Total"	455
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2018	"Female"	365
"7. Craft and related trades workers"	"El Salvador"	2018	"Female"	213
"8. Plant and machine operators, and assemblers"	"El Salvador"	2018	"Female"	309
"9. Elementary occupations"	"El Salvador"	2018	"Female"	185
"0. Armed forces occupations"	"El Salvador"	2018	"Female"	303
"Total"	"El Salvador"	2019	"Total"	347
"1. Managers"	"El Salvador"	2015	"Male"	849
"8. Plant and machine operators, and assemblers"	"El Salvador"	2017	"Female"	291
"9. Elementary occupations"	"El Salvador"	2017	"Female"	175
"Total"	"El Salvador"	2018	"Total"	332
"1. Managers"	"El Salvador"	2018	"Total"	707
"2. Professionals"	"El Salvador"	2018	"Total"	609
"3. Technicians and associate professionals"	"El Salvador"	2018	"Total"	478
"4. Clerical support workers"	"El Salvador"	2018	"Total"	407
"0. Armed forces occupations"	"El Salvador"	2014	"Total"	313
"Total"	"El Salvador"	2014	"Male"	306
"1. Managers"	"El Salvador"	2014	"Male"	829
"2. Professionals"	"El Salvador"	2014	"Male"	725
"3. Technicians and associate professionals"	"El Salvador"	2014	"Male"	438
"4. Clerical support workers"	"El Salvador"	2014	"Male"	374
"5. Service and sales workers"	"El Salvador"	2014	"Male"	281
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2014	"Male"	222
"8. Plant and machine operators, and assemblers"	"El Salvador"	2013	"Total"	290
"9. Elementary occupations"	"El Salvador"	2013	"Total"	179
"0. Armed forces occupations"	"El Salvador"	2013	"Total"	316
"Total"	"El Salvador"	2013	"Male"	300
"1. Managers"	"El Salvador"	2013	"Male"	1009
"2. Professionals"	"El Salvador"	2013	"Male"	654
"3. Technicians and associate professionals"	"El Salvador"	2013	"Male"	399
"4. Clerical support workers"	"El Salvador"	2013	"Male"	340
"5. Service and sales workers"	"El Salvador"	2013	"Male"	277
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2013	"Male"	268
"7. Craft and related trades workers"	"El Salvador"	2013	"Male"	279
"8. Plant and machine operators, and assemblers"	"El Salvador"	2013	"Male"	320
"9. Elementary occupations"	"El Salvador"	2013	"Male"	189
"9. Elementary occupations"	"El Salvador"	2014	"Female"	167
"1. Managers"	"El Salvador"	2018	"Female"	722
"2. Professionals"	"El Salvador"	2018	"Female"	593
"3. Technicians and associate professionals"	"El Salvador"	2018	"Female"	466
"4. Clerical support workers"	"El Salvador"	2018	"Female"	395
"5. Service and sales workers"	"El Salvador"	2018	"Female"	258
"9. Elementary occupations"	"El Salvador"	2015	"Male"	200
"0. Armed forces occupations"	"El Salvador"	2015	"Male"	302
"Total"	"El Salvador"	2015	"Female"	300
"1. Managers"	"El Salvador"	2015	"Female"	784
"2. Professionals"	"El Salvador"	2015	"Female"	614
"3. Technicians and associate professionals"	"El Salvador"	2015	"Female"	468
"2. Professionals"	"El Salvador"	2015	"Male"	689
"3. Technicians and associate professionals"	"El Salvador"	2015	"Male"	444
"4. Clerical support workers"	"El Salvador"	2015	"Male"	358
"5. Service and sales workers"	"El Salvador"	2015	"Male"	288
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2015	"Male"	276
"7. Craft and related trades workers"	"El Salvador"	2015	"Male"	293
"8. Plant and machine operators, and assemblers"	"El Salvador"	2015	"Male"	326
"1. Managers"	"El Salvador"	2014	"Female"	715
"2. Professionals"	"El Salvador"	2014	"Female"	625
"3. Technicians and associate professionals"	"El Salvador"	2014	"Female"	447
"4. Clerical support workers"	"El Salvador"	2014	"Female"	335
"5. Service and sales workers"	"El Salvador"	2014	"Female"	225
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2014	"Female"	157
"4. Clerical support workers"	"El Salvador"	2015	"Female"	332
"5. Service and sales workers"	"El Salvador"	2015	"Female"	229
"7. Craft and related trades workers"	"El Salvador"	2014	"Male"	281
"8. Plant and machine operators, and assemblers"	"El Salvador"	2014	"Male"	322
"9. Elementary occupations"	"El Salvador"	2014	"Male"	189
"0. Armed forces occupations"	"El Salvador"	2014	"Male"	313
"Total"	"El Salvador"	2014	"Female"	298
"7. Craft and related trades workers"	"El Salvador"	2019	"Total"	322
"8. Plant and machine operators, and assemblers"	"El Salvador"	2019	"Total"	363
"9. Elementary occupations"	"El Salvador"	2019	"Total"	222
"0. Armed forces occupations"	"El Salvador"	2019	"Total"	377
"Total"	"El Salvador"	2019	"Male"	353
"5. Service and sales workers"	"El Salvador"	2018	"Total"	293
"7. Craft and related trades workers"	"El Salvador"	2014	"Female"	177
"8. Plant and machine operators, and assemblers"	"El Salvador"	2014	"Female"	233
"9. Elementary occupations"	"El Salvador"	2019	"Female"	193
"3. Technicians and associate professionals"	"El Salvador"	2019	"Total"	511
"4. Clerical support workers"	"El Salvador"	2019	"Total"	413
"5. Service and sales workers"	"El Salvador"	2019	"Total"	300
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2019	"Total"	286
"Total"	"El Salvador"	2016	"Total"	297
"1. Managers"	"El Salvador"	2016	"Total"	664
"2. Professionals"	"El Salvador"	2019	"Female"	651
"3. Technicians and associate professionals"	"El Salvador"	2019	"Female"	502
"4. Clerical support workers"	"El Salvador"	2019	"Female"	412
"5. Service and sales workers"	"El Salvador"	2019	"Female"	264
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2018	"Total"	285
"1. Managers"	"El Salvador"	2019	"Total"	750
"2. Professionals"	"El Salvador"	2019	"Total"	652
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2015	"Female"	299
"7. Craft and related trades workers"	"El Salvador"	2015	"Female"	200
"8. Plant and machine operators, and assemblers"	"El Salvador"	2015	"Female"	240
"9. Elementary occupations"	"El Salvador"	2015	"Female"	164
"1. Managers"	"El Salvador"	2018	"Male"	698
"2. Professionals"	"El Salvador"	2018	"Male"	626
"3. Technicians and associate professionals"	"El Salvador"	2018	"Male"	488
"4. Clerical support workers"	"El Salvador"	2018	"Male"	416
"5. Service and sales workers"	"El Salvador"	2018	"Male"	326
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2018	"Male"	281
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2019	"Female"	233
"7. Craft and related trades workers"	"El Salvador"	2018	"Total"	300
"8. Plant and machine operators, and assemblers"	"El Salvador"	2018	"Total"	347
"Total"	"El Salvador"	2018	"Female"	325
"9. Elementary occupations"	"El Salvador"	2018	"Total"	209
"0. Armed forces occupations"	"El Salvador"	2018	"Total"	325
"Total"	"El Salvador"	2018	"Male"	336
"7. Craft and related trades workers"	"El Salvador"	2019	"Male"	343
"8. Plant and machine operators, and assemblers"	"El Salvador"	2019	"Male"	387
"9. Elementary occupations"	"El Salvador"	2019	"Male"	235
"0. Armed forces occupations"	"El Salvador"	2019	"Male"	334
"Total"	"El Salvador"	2019	"Female"	337
"1. Managers"	"El Salvador"	2019	"Female"	690
"1. Managers"	"El Salvador"	2019	"Male"	807
"7. Craft and related trades workers"	"El Salvador"	2019	"Female"	196
"8. Plant and machine operators, and assemblers"	"El Salvador"	2019	"Female"	301
"4. Clerical support workers"	"El Salvador"	2019	"Male"	414
"0. Armed forces occupations"	"El Salvador"	2018	"Male"	327
"5. Service and sales workers"	"El Salvador"	2019	"Male"	333
"6. Skilled agricultural, forestry and fishery workers"	"El Salvador"	2019	"Male"	289
"3. Technicians and associate professionals"	"El Salvador"	2019	"Male"	517
"9. Elementary occupations"	"El Salvador"	2018	"Male"	220
"7. Craft and related trades workers"	"El Salvador"	2018	"Male"	320
"2. Professionals"	"El Salvador"	2019	"Male"	653
"8. Plant and machine operators, and assemblers"	"El Salvador"	2018	"Male"	362
"2. Professionals"	"Estonia"	2010	"Total"	1424
"8. Plant and machine operators, and assemblers"	"Estonia"	2010	"Total"	924
"9. Elementary occupations"	"Estonia"	2010	"Total"	615
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2010	"Total"	948
"7. Craft and related trades workers"	"Estonia"	2010	"Total"	997
"Total"	"Estonia"	2014	"Male"	1699
"3. Technicians and associate professionals"	"Estonia"	2010	"Total"	1225
"Total"	"Estonia"	2010	"Male"	1297
"1. Managers"	"Estonia"	2010	"Male"	2423
"5. Service and sales workers"	"Estonia"	2014	"Male"	1022
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2014	"Male"	1275
"4. Clerical support workers"	"Estonia"	2010	"Total"	907
"5. Service and sales workers"	"Estonia"	2010	"Total"	656
"9. Elementary occupations"	"Estonia"	2014	"Male"	1034
"Total"	"Estonia"	2014	"Female"	1204
"7. Craft and related trades workers"	"Estonia"	2014	"Male"	1514
"8. Plant and machine operators, and assemblers"	"Estonia"	2014	"Male"	1378
"1. Managers"	"Estonia"	2010	"Total"	2183
"4. Clerical support workers"	"Estonia"	2010	"Male"	1119
"1. Managers"	"Estonia"	2014	"Male"	2912
"2. Professionals"	"Estonia"	2014	"Male"	2297
"3. Technicians and associate professionals"	"Estonia"	2014	"Male"	1944
"4. Clerical support workers"	"Estonia"	2014	"Male"	1408
"4. Clerical support workers"	"Estonia"	2018	"Female"	1298
"5. Service and sales workers"	"Estonia"	2018	"Female"	1007
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2018	"Female"	879
"7. Craft and related trades workers"	"Estonia"	2018	"Female"	1086
"8. Plant and machine operators, and assemblers"	"Estonia"	2018	"Female"	1141
"9. Elementary occupations"	"Estonia"	2018	"Female"	894
"2. Professionals"	"Estonia"	2010	"Male"	1792
"3. Technicians and associate professionals"	"Estonia"	2010	"Male"	1446
"Total"	"Estonia"	2010	"Total"	1086
"5. Service and sales workers"	"Estonia"	2010	"Male"	737
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2010	"Male"	850
"7. Craft and related trades workers"	"Estonia"	2010	"Male"	1069
"8. Plant and machine operators, and assemblers"	"Estonia"	2010	"Male"	1031
"9. Elementary occupations"	"Estonia"	2010	"Male"	801
"Total"	"Estonia"	2010	"Female"	925
"1. Managers"	"Estonia"	2010	"Female"	1792
"2. Professionals"	"Estonia"	2010	"Female"	1259
"Total"	"Estonia"	2018	"Total"	1541
"3. Technicians and associate professionals"	"Estonia"	2010	"Female"	1067
"4. Clerical support workers"	"Estonia"	2010	"Female"	846
"5. Service and sales workers"	"Estonia"	2010	"Female"	635
"1. Managers"	"Estonia"	2014	"Female"	2167
"9. Elementary occupations"	"Estonia"	2014	"Total"	856
"9. Elementary occupations"	"Estonia"	2018	"Male"	1155
"Total"	"Estonia"	2018	"Female"	1388
"1. Managers"	"Estonia"	2018	"Female"	2107
"2. Professionals"	"Estonia"	2018	"Female"	1851
"3. Technicians and associate professionals"	"Estonia"	2018	"Female"	1489
"8. Plant and machine operators, and assemblers"	"Estonia"	2014	"Female"	1027
"9. Elementary occupations"	"Estonia"	2014	"Female"	755
"3. Technicians and associate professionals"	"Estonia"	2014	"Total"	1631
"4. Clerical support workers"	"Estonia"	2014	"Total"	1205
"5. Service and sales workers"	"Estonia"	2014	"Total"	883
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2014	"Total"	1060
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2010	"Female"	997
"2. Professionals"	"Estonia"	2014	"Female"	1574
"3. Technicians and associate professionals"	"Estonia"	2014	"Female"	1400
"4. Clerical support workers"	"Estonia"	2014	"Female"	1140
"5. Service and sales workers"	"Estonia"	2014	"Female"	852
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2014	"Female"	905
"7. Craft and related trades workers"	"Estonia"	2014	"Female"	992
"Total"	"Estonia"	2014	"Total"	1416
"1. Managers"	"Estonia"	2014	"Total"	2601
"2. Professionals"	"Estonia"	2014	"Total"	1786
"2. Professionals"	"Estonia"	2018	"Male"	2486
"3. Technicians and associate professionals"	"Estonia"	2018	"Male"	1835
"1. Managers"	"Estonia"	2018	"Total"	2290
"7. Craft and related trades workers"	"Estonia"	2014	"Total"	1394
"8. Plant and machine operators, and assemblers"	"Estonia"	2014	"Total"	1263
"8. Plant and machine operators, and assemblers"	"Estonia"	2018	"Male"	1424
"5. Service and sales workers"	"Estonia"	2018	"Total"	1035
"7. Craft and related trades workers"	"Estonia"	2010	"Female"	709
"8. Plant and machine operators, and assemblers"	"Estonia"	2010	"Female"	725
"9. Elementary occupations"	"Estonia"	2010	"Female"	534
"8. Plant and machine operators, and assemblers"	"Estonia"	2018	"Total"	1346
"9. Elementary occupations"	"Estonia"	2018	"Total"	1001
"Total"	"Estonia"	2018	"Male"	1721
"1. Managers"	"Estonia"	2018	"Male"	2409
"4. Clerical support workers"	"Estonia"	2018	"Total"	1360
"4. Clerical support workers"	"Estonia"	2018	"Male"	1509
"2. Professionals"	"Estonia"	2018	"Total"	2054
"3. Technicians and associate professionals"	"Estonia"	2018	"Total"	1653
"7. Craft and related trades workers"	"Estonia"	2018	"Total"	1416
"7. Craft and related trades workers"	"Estonia"	2018	"Male"	1493
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2018	"Total"	977
"6. Skilled agricultural, forestry and fishery workers"	"Estonia"	2018	"Male"	1154
"5. Service and sales workers"	"Estonia"	2018	"Male"	1140
"Total"	"Eswatini"	2016	"Total"	311
"1. Managers"	"Eswatini"	2016	"Total"	722
"2. Professionals"	"Eswatini"	2016	"Total"	527
"3. Technicians and associate professionals"	"Eswatini"	2016	"Total"	443
"4. Clerical support workers"	"Eswatini"	2016	"Total"	429
"5. Service and sales workers"	"Eswatini"	2016	"Total"	330
"6. Skilled agricultural, forestry and fishery workers"	"Eswatini"	2016	"Total"	161
"7. Craft and related trades workers"	"Eswatini"	2016	"Total"	198
"8. Plant and machine operators, and assemblers"	"Eswatini"	2016	"Total"	247
"9. Elementary occupations"	"Eswatini"	2016	"Total"	145
"Total"	"Eswatini"	2016	"Male"	326
"1. Managers"	"Eswatini"	2016	"Male"	775
"2. Professionals"	"Eswatini"	2016	"Male"	555
"3. Technicians and associate professionals"	"Eswatini"	2016	"Male"	486
"4. Clerical support workers"	"Eswatini"	2016	"Male"	404
"5. Service and sales workers"	"Eswatini"	2016	"Male"	354
"6. Skilled agricultural, forestry and fishery workers"	"Eswatini"	2016	"Male"	187
